127.0.0.1 - - [23/Jun/2024:23:41:57 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:43 +0700] "GET /WebCosmticShopUser/ShowProductListServlet HTTP/1.1" 200 19278
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:44 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26487
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:47 +0700] "POST /WebCosmticShopUser/AddToCart HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:47 +0700] "GET /WebCosmticShopUser/login.jsp HTTP/1.1" 200 3748
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:53 +0700] "GET /WebCosmticShopUser/ShowCartServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:44:53 +0700] "GET /WebCosmticShopUser/login.jsp?error=1 HTTP/1.1" 200 3827
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:45:09 +0700] "POST /WebCosmticShopUser/CheckLoginServlet HTTP/1.1" 200 12167
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:45:16 +0700] "GET /WebCosmticShopUser/ShowProductListServlet HTTP/1.1" 200 19278
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:45:17 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26578
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:45:48 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26578
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:46:19 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26584
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:46:33 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26585
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:46:38 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26585
0:0:0:0:0:0:0:1 - - [23/Jun/2024:23:48:24 +0700] "GET /WebCosmticShopUser/ShowProductDetailServlet?productGroupID=NS0006%20%20%20%20&productID=SP0009 HTTP/1.1" 200 26571
