127.0.0.1 - - [17/Jun/2024:19:49:01 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/img/product-5.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/img/product-4.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:01 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:07 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:07 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:07 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:26:07 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:19 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:19 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:19 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:19 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:30 +0700] "GET /WebCosmeticShop/ShowOrderListServlet HTTP/1.1" 200 12052
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:30 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:30 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:30 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:32 +0700] "GET /WebCosmeticShop/ShowEmployeeListServlet HTTP/1.1" 200 12451
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:32 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:32 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:32 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:34 +0700] "GET /WebCosmeticShop/ShowBrandListServlet HTTP/1.1" 200 29755
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:34 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:34 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:27:34 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:19 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:19 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:19 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:19 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:34 +0700] "GET /WebCosmeticShop/ShowProfileServlet HTTP/1.1" 200 22691
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:34 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:34 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:34 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:43 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 332090
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:44 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 589892
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:44 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.snow.css.map HTTP/1.1" 200 21255
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:30:44 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.bubble.css.map HTTP/1.1" 200 21600
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:32:45 +0700] "GET /WebCosmeticShop/ShowBrandListServlet HTTP/1.1" 200 29755
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:32:45 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:32:45 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:32:45 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:58 +0700] "GET /WebCosmeticShop/ShowEmployeeListServlet HTTP/1.1" 200 12451
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:58 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:58 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:58 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:59 +0700] "GET /WebCosmeticShop/addEmployee.jsp? HTTP/1.1" 200 15692
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:59 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:59 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:59 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:33:59 +0700] "GET /favicon.ico HTTP/1.1" 404 762
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:05 +0700] "GET /WebCosmeticShop/ShowEditEmployeeServlet?employeeID=Nv002 HTTP/1.1" 200 16646
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:05 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:05 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:05 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:21 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:21 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:21 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:21 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:23 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0001 HTTP/1.1" 200 22844
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:24 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:24 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:34:24 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:35:41 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0001 HTTP/1.1" 200 22854
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:35:41 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:35:41 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:35:41 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:37:31 +0700] "GET /WebCosmeticShop/ShowCreateProductServlet? HTTP/1.1" 200 19053
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:37:31 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:37:31 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:37:31 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:07 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:11 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:11 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:11 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:11 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:13 +0700] "GET /WebCosmeticShop/ShowCategoryGroupServlet HTTP/1.1" 200 20248
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:13 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:13 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:13 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:17 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:17 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:17 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:17 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:19 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:19 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:19 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:19 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:41 +0700] "GET /WebCosmeticShop/ShowOrderListServlet HTTP/1.1" 200 12052
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:41 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:41 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:39:41 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:30 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:30 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:30 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:30 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:32 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:32 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:32 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:41:32 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:44:06 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13912
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:44:06 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:44:06 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:44:06 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:15 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13911
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:15 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:15 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:15 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:38 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13920
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:38 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:38 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:38 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:53 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 332090
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:53 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.snow.css.map HTTP/1.1" 200 21255
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:53 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 589892
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:45:53 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.bubble.css.map HTTP/1.1" 200 21600
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:49:34 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.snow.css.map HTTP/1.1" 200 21255
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:49:34 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/css/bootstrap.min.css.map HTTP/1.1" 200 589892
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:49:34 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.bubble.css.map HTTP/1.1" 200 21600
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:49:34 +0700] "GET /WebCosmeticShop/assets/vendor/bootstrap/js/bootstrap.bundle.min.js.map HTTP/1.1" 200 332090
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:14 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13920
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:15 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:15 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:15 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:19 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/ShowDashBoardServlet HTTP/1.1" 200 33939
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/img/product-2.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/img/product-1.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/img/product-3.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/img/product-4.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:20 +0700] "GET /WebCosmeticShop/assets/img/product-5.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:29 +0700] "GET /WebCosmeticShop/ShowCustomerListServlet HTTP/1.1" 200 13920
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:29 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:29 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:29 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:30 +0700] "GET /WebCosmeticShop/ShowOrderListServlet HTTP/1.1" 200 12052
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:30 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:30 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:30 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/ShowEmployeeListServlet HTTP/1.1" 200 12451
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/ShowBrandListServlet HTTP/1.1" 200 29755
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:31 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:32 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:33 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:50:33 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
