127.0.0.1 - - [17/Jun/2024:19:49:01 +0700] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:15 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:15 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:15 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:15 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:21 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15340
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:21 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:21 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:49:21 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:17 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0009 HTTP/1.1" 200 15900
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:17 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:17 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:17 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:28 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=1 HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:28 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:28 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:28 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:37 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15340
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:37 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:37 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:37 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:39 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0010 HTTP/1.1" 200 15915
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:39 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:39 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:39 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:42 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0009 HTTP/1.1" 200 15900
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:42 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:42 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:42 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:48 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:48 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:48 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:48 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:53 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15401
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:53 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:53 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:50:53 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:07 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=1 HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:07 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:07 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:07 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:11 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15401
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:11 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:11 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:11 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:12 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=1 HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:12 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:12 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:12 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:18 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15401
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:18 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:18 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:18 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:20 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0010 HTTP/1.1" 200 15915
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:20 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:20 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:20 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:35 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15433
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:35 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:35 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:51:35 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:04 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0004 HTTP/1.1" 200 16369
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:04 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:04 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:04 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:10 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:10 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:10 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:10 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:23 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:23 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:23 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:23 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:39 +0700] "GET /WebCosmeticShop/ShowProductListServlet?page=2 HTTP/1.1" 200 15442
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:39 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:39 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:39 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:41 +0700] "GET /WebCosmeticShop/ShowEditProductServlet?productGroupID=NS0009 HTTP/1.1" 200 15961
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:41 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:41 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:41 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:47 +0700] "POST /WebCosmeticShop/EditProductServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:47 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:47 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:52:47 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:00 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15220
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:19:54:01 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15161
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/default.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:30 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/ShowDashBoardServlet HTTP/1.1" 200 33864
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/default.png HTTP/1.1" 404 782
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/img/product-2.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/img/product-1.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/img/product-4.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/img/product-3.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:40 +0700] "GET /WebCosmeticShop/assets/img/product-5.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:42 +0700] "GET /WebCosmeticShop/LogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:42 +0700] "GET /WebCosmeticShop/loginAdmin.jsp?error=1 HTTP/1.1" 200 5000
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:42 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:42 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:42 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "POST /WebCosmeticShop/checkLoginAdminServlet HTTP/1.1" 200 33939
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/img/product-2.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/img/product-3.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/img/product-1.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/img/product-4.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:46 +0700] "GET /WebCosmeticShop/assets/img/product-5.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/ShowCategoryListServlet HTTP/1.1" 200 15236
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/sweetalert2.min.css HTTP/1.1" 404 790
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/sweetalert2.min.js HTTP/1.1" 404 789
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/sweetalert2.all.min.js HTTP/1.1" 404 793
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:56 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:59 +0700] "GET /WebCosmeticShop/ShowProductListServlet HTTP/1.1" 200 15421
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:59 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:59 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:24:59 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:03 +0700] "GET /WebCosmeticShop/LogoutServlet HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:03 +0700] "GET /WebCosmeticShop/loginAdmin.jsp?error=1 HTTP/1.1" 200 5000
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:03 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:03 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:03 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:06 +0700] "GET /WebCosmeticShop/loginAdmin.jsp?error=1 HTTP/1.1" 200 5000
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:06 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:06 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:06 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:25 +0700] "GET /WebCosmeticShop HTTP/1.1" 302 -
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:25 +0700] "GET /WebCosmeticShop/ HTTP/1.1" 200 4942
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:25 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:25 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:25 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "POST /WebCosmeticShop/checkLoginAdminServlet HTTP/1.1" 200 33939
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/vendor/chart.js/chart.umd.js HTTP/1.1" 404 818
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/vendor/quill/quill.js HTTP/1.1" 404 811
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/vendor/simple-datatables/simple-datatables.js HTTP/1.1" 404 835
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/img/product-1.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/img/product-2.jpg HTTP/1.1" 404 803
0:0:0:0:0:0:0:1 - - [17/Jun/2024:20:25:56 +0700] "GET /WebCosmeticShop/assets/img/product-3.jpg HTTP/1.1" 404 803
